iter	RMSE
495	8.263179952
496	8.252450707
497	8.248248775
498	8.242072615
499	8.234712277
500	8.216088442
501	8.20647951
502	8.2011911
503	8.200095182
504	8.195014137
505	8.183713301
506	8.178496862
507	8.17342595
508	8.163569483
509	8.151427001
510	8.140678804
511	8.138880524
512	8.131013573
513	8.122504081
514	8.12154139
515	8.102930578
516	8.099396428
517	8.098549301
518	8.091811923
519	8.081706948
520	8.079167164
521	8.078106889
522	8.064528761
523	8.061944258
524	8.050843867
525	8.033722604
526	8.021259353
527	8.012483238
528	8.007665663
529	8.004655866
530	7.995270895
531	7.98806769
532	7.97431897
533	7.971819545
534	7.959141624
535	7.951598451
536	7.945650018
537	7.936471329
538	7.927717645
539	7.92681489
540	7.918373867
541	7.916990854
542	7.916098647
543	7.90328105
544	7.899416548
545	7.897765364
546	7.893134946
547	7.889307009
548	7.87961319
549	7.865056312
550	7.859502235
551	7.852007132
552	7.851003073
553	7.843278926
554	7.834032634
555	7.826191424
556	7.816980259
557	7.813269127
558	7.8016738
559	7.788419846
560	7.785938823
561	7.783248442
562	7.778621309
563	7.772516172
564	7.762568389
565	7.761099555
566	7.747068531
567	7.745897973
568	7.744655975
569	7.740407379
570	7.739449696
571	7.734841096
572	7.721327856
573	7.708645242
574	7.707203961
575	7.706343254
576	7.697449339
577	7.691415837
578	7.690529975
579	7.684533521
580	7.678375105
581	7.671389283
582	7.656827755
583	7.647569349
584	7.646721748
585	7.639574553
586	7.62717497
587	7.618625591
588	7.614241865
589	7.608561523
590	7.597096394
591	7.588652195
592	7.586782761
593	7.579481804
594	7.574700574
595	7.570022657
596	7.567043534
597	7.563115775
598	7.549240894
599	7.540880839
600	7.539993398
601	7.537781708
602	7.526671953
603	7.521738425
604	7.518072125
605	7.506995738
606	7.505911515
607	7.504583753
608	7.49379073
609	7.490551248
610	7.489760006
611	7.475494564
612	7.470076321
613	7.458764957
614	7.457752629
615	7.457050306
616	7.456073881
617	7.444230413
618	7.43828715
619	7.437779369
620	7.431439803
621	7.423992694
622	7.408320046
623	7.406881042
624	7.398371963
625	7.391606827
626	7.383157231
627	7.379263436
628	7.369804846
629	7.368999208
630	7.362376931
631	7.354825283
632	7.347090558
633	7.343260232
634	7.333927111
635	7.329652074
636	7.320664408
637	7.310469255
638	7.306594716
639	7.30339043
640	7.29697512
641	7.2912001
642	7.286743751
643	7.282022824
644	7.278769566
645	7.276439961
646	7.260650994
647	7.252590133
648	7.246866444
649	7.238356735
650	7.225122386
651	7.221510071
652	7.212167697
653	7.204477908
654	7.202091
655	7.194791665
656	7.190885292
657	7.18677822
658	7.184723044
659	7.180544409
660	7.174286383
661	7.172306637
662	7.158974949
663	7.155159851
664	7.151112665
665	7.148015671
666	7.14223553
667	7.137645236
668	7.128706223
669	7.123372147
670	7.119027078
671	7.115701017
672	7.109395389
673	7.100830829
674	7.092777631
675	7.083515791
676	7.083300911
677	7.079329652
678	7.07489125
679	7.067929966
680	7.064158194
681	7.051635651
682	7.04418518
683	7.041705108
684	7.036485821
685	7.024876433
686	7.018083709
687	7.004755121
688	6.991745153
689	6.978674858
690	6.967826728
691	6.964763065
692	6.957639846
693	6.945416296
694	6.943573208
695	6.940725493
696	6.933665642
697	6.931556317
698	6.922316724
699	6.918346555
700	6.917239132
701	6.910173919
702	6.903079933
703	6.896880865
704	6.889530625
705	6.88378765
706	6.879737332
707	6.873122516
708	6.868134098
709	6.855826632
710	6.850185293
711	6.844106754
712	6.842260548
713	6.84164939
714	6.838068689
715	6.829423671
716	6.818082372
717	6.811057628
718	6.809610006
719	6.808736717
720	6.808132105
721	6.804607128
722	6.795817603
723	6.793288625
724	6.787700277
725	6.785200976
726	6.784620375
727	6.782061484
728	6.76787068
729	6.758629501
730	6.756173452
731	6.748194248
732	6.747445098
733	6.745947927
734	6.741732713
735	6.737859418
736	6.729601375
737	6.728771949
738	6.720213476
739	6.719638164
740	6.716732832
741	6.715250206
742	6.712540238
743	6.709032498
744	6.70418194
745	6.695309035
746	6.692955402
747	6.685160661
748	6.684616891
749	6.684086769
750	6.678803212
751	6.66989591
752	6.661549519
753	6.65637301
754	6.652250318
755	6.648557097
756	6.642291824
757	6.630396925
758	6.624800536
759	6.614882568
760	6.606226655
761	6.601050598
762	6.600224976
763	6.59722383
764	6.593178902
765	6.586806344
766	6.574142674
767	6.561445229
768	6.553063334
769	6.552347045
770	6.543984897
771	6.535601106
772	6.529627442
773	6.525218734
774	6.516963602
775	6.5081761
776	6.504844921
777	6.501449107
778	6.49639312
779	6.495890126
780	6.494670529
781	6.490887739
782	6.483525557
783	6.481551172
784	6.477211868
785	6.472888975
786	6.463174728
787	6.459184726
788	6.453357122
789	6.443442918
790	6.435341324
791	6.426098335
792	6.422601156
793	6.417202874
794	6.416648743
795	6.41252817
796	6.408551467
797	6.405061576
798	6.402267497
799	6.398324205
800	6.396679507
801	6.39367654
802	6.383005904
803	6.381129408
804	6.378790349
805	6.377747411
806	6.375858046
807	6.37515339
808	6.370953041
809	6.364606485
810	6.361991254
811	6.356551489
812	6.349683034
813	6.344186025
814	6.340512807
815	6.339489651
816	6.33201865
817	6.330353743
818	6.32981396
819	6.324768336
820	6.320780893
821	6.309978091
822	6.309097357
823	6.305969563
824	6.30568523
825	6.293861266
826	6.289585125
827	6.285022014
828	6.28286873
829	6.27738805
830	6.270605351
831	6.261348485
832	6.258326835
833	6.25708863
834	6.252383261
835	6.2478872
836	6.239354407
837	6.227111039
838	6.221213995
839	6.216215726
840	6.214052937
841	6.211502732
842	6.206673008
843	6.205951376
844	6.202594103
845	6.199174707
846	6.196921458
847	6.19065263
848	6.188988565
849	6.188468498
850	6.181036148
851	6.176190182
852	6.173575796
853	6.167393002
854	6.161454726
855	6.158121842
856	6.151170366
857	6.149327444
858	6.146059292
859	6.138928139
860	6.13420393
861	6.130079011
862	6.127314434
863	6.121335011
864	6.114531558
865	6.109484878
866	6.106581442
867	6.100618953
868	6.094607079
869	6.090407899
870	6.082719938
871	6.079981669
872	6.079717419
873	6.077693575
874	6.076858865
875	6.071733742
876	6.067481178
877	6.066910616
878	6.065548892
879	6.062772211
880	6.060028793
881	6.058609735
882	6.054712668
883	6.05138148
884	6.039540872
885	6.036086804
886	6.033628985
887	6.028580415
888	6.016592316
889	6.011823714
890	6.011134818
891	6.006149134
892	5.998605945
893	5.988586887
894	5.976739035
895	5.970482551
896	5.967588747
897	5.964138699
898	5.961012166
899	5.957875455
900	5.956115973
901	5.954237409
902	5.949183346
903	5.947832616
904	5.941274862
905	5.930362304
906	5.928399358
907	5.926684656
908	5.918429462
909	5.912514537
910	5.909793654
911	5.907609076
912	5.902667605
913	5.902084382
914	5.896256827
915	5.894290543
916	5.884628621
917	5.87937097
918	5.878115781
919	5.875679473
920	5.873090808
921	5.870091806
922	5.867333797
923	5.86235471
924	5.857092718
925	5.84468968
926	5.840629181
927	5.839642992
928	5.833020443
929	5.827307389
930	5.824546451
931	5.817109649
932	5.814641754
933	5.813693031
934	5.812629801
935	5.807401219
936	5.804512094
937	5.803867129
938	5.799896535
939	5.795595604
940	5.793166744
941	5.787011454
942	5.778192059
943	5.776027379
944	5.762421321
945	5.759778204
946	5.754720201
947	5.751127108
948	5.743457206
949	5.734684794
950	5.72735366
951	5.724548604
952	5.723883355
953	5.717420566
954	5.714717403
955	5.711577525
956	5.710264899
957	5.70779894
958	5.700372242
959	5.693489748
960	5.685916379
961	5.682465823
962	5.674369477
963	5.667927467
964	5.666247029
965	5.662628098
966	5.65632653
967	5.654571096
968	5.649504881
969	5.642926941
970	5.640824473
971	5.635463364
972	5.633775554
973	5.62362078
974	5.621478635
975	5.616945451
976	5.614179848
977	5.612332408
978	5.611226729
979	5.605162236
980	5.600090102
981	5.594957015
982	5.589200418
983	5.588829521
984	5.575864644
985	5.572435228
986	5.567746221
987	5.563705104
988	5.56170828
989	5.55608492
990	5.548368527
991	5.543627424
992	5.540710009
993	5.537308128
994	5.526827868
995	5.52272182
996	5.522352727
997	5.517022815
998	5.516699427
999	5.515913972
