iter	RMSE
264	2168234.86
265	2156800.793
266	2139477.614
267	2117959.733
268	2111430.333
269	2105873.698
270	2086096.526
271	2064986.155
272	2060473.423
273	2056046.415
274	2050821.357
275	2030169.475
276	2010298.279
277	2004823.001
278	2000231.491
279	1988648.889
280	1985448.413
281	1967173.08
282	1946977.251
283	1933034.468
284	1929120.191
285	1922718.03
286	1910490.45
287	1906506.466
288	1889827.232
289	1879494.335
290	1875882.579
291	1859415.236
292	1856011.269
293	1842774.558
294	1835822.458
295	1829456.703
296	1814182.252
297	1800982.809
298	1783571.181
299	1774947.026
300	1763157.674
301	1744964.689
302	1733042.351
303	1729585.611
304	1717447.764
305	1713596.993
306	1698949.835
307	1685454.895
308	1670781.414
309	1667421.374
310	1664331.271
311	1657334.241
312	1648817.333
313	1633867.676
314	1621345.146
315	1609662.043
316	1606557.735
317	1603593.346
318	1595266.861
319	1588120.58
320	1583330.952
321	1578499.907
322	1575350.728
323	1567723.501
324	1556870.87
325	1543267.48
326	1536507.842
327	1524510.194
328	1517518.549
329	1511996.827
330	1505776.497
331	1499016.079
332	1495186.13
333	1490370.336
334	1479726.31
335	1472960.666
336	1464792.021
337	1463180.47
338	1453689.912
339	1446419.589
340	1436847.586
341	1430285.532
342	1423056.153
343	1421249.965
344	1412356.142
345	1400280.659
346	1391105.404
347	1385580.971
348	1373702.034
349	1363738.768
350	1354196.761
351	1342727.913
352	1337195.578
353	1328350.727
354	1320476.042
355	1317649.851
356	1305477.029
357	1304016.327
358	1294615.75
359	1293246.423
360	1291822.851
361	1283091.566
362	1276119.789
363	1268258.451
364	1261439.347
365	1253967.408
366	1245722.159
367	1237325.298
368	1233151.606
369	1230676.791
370	1223677.379
371	1220616.732
372	1211892.881
373	1209154.136
374	1205686.099
375	1204494.713
376	1195768.57
377	1190100.112
378	1186360.962
379	1178733.215
380	1172755.289
381	1165300.481
382	1159050.396
383	1149707.846
384	1147106.401
385	1141017.118
386	1139858.174
387	1132661.078
388	1125416.289
389	1119031.005
390	1113411.697
391	1109860.86
392	1102195.935
393	1098916.704
394	1095571.216
395	1090110.927
396	1087356.946
397	1084069.976
398	1077495.264
399	1074434.613
400	1067667.179
401	1063534.411
402	1057402.974
403	1054630.46
404	1053209.447
405	1049482.699
406	1046571.388
407	1038736.79
408	1033372.878
409	1028544.792
410	1023997.846
411	1021454.717
412	1013457.829
413	1006409.324
414	1004616.871
415	999146.0691
416	994051.4812
417	989140.2239
418	982108.1285
419	978543.2111
420	971343.4338
421	970435.273
422	967744.7586
423	962927.5979
424	956880.5431
425	954022.1427
426	949810.1801
427	944149.9548
428	939109.6709
429	932667.9286
430	927172.5555
431	921714.0847
432	914104.4981
433	912618.062
434	907226.1959
435	904180.5159
436	899223.4964
437	898388.9831
438	896578.5209
439	893271.1954
440	890482.3416
441	886323.7003
442	883023.71
443	882191.725
444	879991.4704
445	875329.6603
446	874530.9394
447	871495.4607
448	869290.0958
449	867481.0386
450	865328.9567
451	861656.6144
452	855603.7671
453	854071.0007
454	848717.4981
455	846508.856
456	841945.7647
457	839169.3716
458	838423.7403
459	837032.6265
460	831662.7266
461	827563.0555
462	821957.5516
463	817723.9688
464	815752.0273
465	811222.7512
466	805721.3503
467	803090.6636
468	800542.6759
469	796142.1239
470	792905.4893
471	787966.1482
472	785889.7373
473	783964.1589
474	778718.9378
475	774135.2497
476	768761.4665
477	763370.3047
478	761655.4181
479	758853.1347
480	752574.0601
481	748889.3826
482	747413.3266
483	741725.1198
484	738988.0465
485	734521.0061
486	732595.5086
487	729379.7489
488	727997.1344
489	724405.7209
490	719558.3097
491	716292.4326
492	712004.8801
493	710861.9049
494	708818.1315
495	705279.5116
496	703726.2741
497	700554.6798
498	695737.8654
499	692008.7477
500	687453.2674
501	681513.3576
502	677642.8492
503	676301.0908
504	674739.9981
505	671629.7189
506	669099.8291
507	667275.6982
508	663611.3321
509	662373.497
510	661893.3139
511	660578.402
512	656431.3692
513	653351.097
514	651769.7889
515	648637.824
516	647575.6273
517	643797.8025
518	640006.0972
519	637182.4155
520	635859.3298
521	632900.6427
522	628770.8605
523	627413.9771
524	625101.4772
525	623920.7958
526	620364.105
527	618285.9714
528	614574.6154
529	610360.3464
530	607591.7146
531	606005.2134
532	603866.5829
533	600065.5478
534	597598.1699
535	596557.0481
536	594996.4994
537	590964.4748
538	589412.5996
539	587201.0259
540	586236.9923
541	584182.1749
542	581658.7949
543	578317.7448
544	576903.8008
545	575018.7562
546	572613.27
547	571225.6287
548	569165.2908
549	567088.7745
550	566612.7358
551	565285.1738
552	562806.1487
553	558868.9132
554	554965.6134
555	553866.0047
556	551725.6735
557	551254.4157
558	550742.697
559	547940.4588
560	543151.5998
561	542647.2398
562	541905.3526
563	539234.9177
564	536776.8937
565	533667.7536
566	532356.6039
567	531901.7468
568	529571.222
569	527492.339
570	527007.9969
571	526545.2668
572	523407.9748
573	522941.1887
574	520105.3688
575	519718.8059
576	517831.8152
577	516714.6695
578	516275.0363
579	515505.2731
580	512417.0572
581	508084.1216
582	507617.5504
583	504266.1604
584	502139.4524
585	500795.7667
586	498095.7305
587	497701.2377
588	495419.2457
589	492803.4314
590	489659.1413
591	487210.1767
592	485342.0274
593	482905.6407
594	480399.5113
595	477343.2948
596	474410.4254
597	473338.3425
598	471019.1997
599	468656.6461
600	466037.4533
601	465662.0242
602	465226.3982
603	462284.2265
604	461949.5894
605	459348.1222
606	458432.1461
607	458069.7966
608	456573.1914
609	454202.0333
610	452191.6777
611	451827.625
612	449918.4213
613	447498.5513
614	447198.5848
615	445754.4894
616	445401.2217
617	442976.7449
618	440295.1769
619	439900.2701
620	439579.6407
621	439249.1493
622	438861.2607
623	436403.6926
624	434207.6037
625	431605.5159
626	430041.9293
627	429670.5682
628	427668.3996
629	425540.6149
630	424074.9976
631	421460.877
632	418693.8418
633	417869.2529
634	415493.3081
635	415116.3556
636	412724.6555
637	412464.2588
638	409901.1139
639	408674.9413
640	408353.3656
641	408066.378
642	407257.5675
643	405437.9398
644	405157.0654
645	403285.8243
646	402989.871
647	401180.4307
648	399630.0521
649	397493.1568
650	397182.9998
651	394859.7628
652	392729.5518
653	391943.6904
654	389948.2993
655	387838.6835
656	386477.348
657	386147.4412
658	385726.2575
659	384921.0255
660	384323.4879
661	383585.3663
662	381759.4489
663	381498.9684
664	379179.6312
665	378136.8453
666	377910.9485
667	375177.8096
668	374385.196
669	372613.4381
670	371626.2971
671	369906.0246
672	369681.0978
673	368275.5795
674	367078.1574
675	365175.0724
676	363268.0883
677	361319.0565
678	360271.2404
679	360016.4399
680	358424.9043
681	356878.3969
682	356639.7761
683	356006.3328
684	354169.3548
685	352035.7416
686	350242.5728
687	348181.4741
688	347673.9218
689	346112.7598
690	345505.2146
691	344770.5985
692	343124.6545
693	341695.6212
694	339658.5349
695	339260.032
696	337905.1181
697	337434.8082
698	336492.4806
699	336229.743
700	335558.8832
701	333856.8511
702	333603.4614
703	331984.5194
704	330330.7744
705	328544.6483
706	328296.6766
707	326814.8407
708	326168.861
709	324546.989
710	324324.7848
711	323889.4379
712	322037.1347
713	321054.7217
714	320815.4102
715	320580.0022
716	320360.4151
717	319080.0251
718	317853.5056
719	316418.6007
720	315400.8507
721	314157.2173
722	312477.6144
723	310906.1479
724	309145.1095
725	308560.6096
726	307493.8278
727	307042.2653
728	305669.6466
729	304371.2119
730	303944.9545
731	302937.0113
732	301668.1825
733	300909.686
734	299629.4343
735	298708.5857
736	298064.8353
737	297877.0022
738	296585.6424
739	295522.5759
740	295107.5586
741	293744.8376
742	292200.3006
743	291820.269
744	290693.1441
745	289400.524
746	287863.2981
747	287667.5302
748	286475.8521
749	285586.5418
750	284459.0598
751	283222.6131
752	281756.1469
753	280502.3698
754	279709.0734
755	278688.0323
756	278111.307
757	277933.7844
758	276631.872
759	275665.8223
760	275485.7891
761	274511.6935
762	273936.0538
763	272191.3134
764	271342.5393
765	269949.8982
766	269733.9668
767	268531.3863
768	266716.5231
769	266537.2806
770	265560.3103
771	264496.1859
772	263212.4545
773	262384.8855
774	261773.4353
775	261054.8917
776	260259.0776
777	259715.0754
778	258895.6642
779	257800.2461
780	257087.2333
781	255851.319
782	254821.7262
783	253511.729
784	252506.6205
785	251525.7867
786	250376.6424
787	248917.4293
788	248538.2621
789	247325.2158
790	246500.7952
791	245480.1618
792	244260.6179
793	243558.8732
794	242679.6775
795	241552.9627
796	240623.8338
797	239920.3177
798	238950.1411
799	238033.1034
800	237377.561
801	236882.9285
802	236659.0855
803	236506.2219
804	235195.5716
805	234056.867
806	233594.9072
807	232687.2376
808	231794.325
809	230575.1192
810	229249.9428
811	229089.6551
812	228131.7468
813	226757.846
814	226265.6975
815	225635.7065
816	224820.3408
817	223947.2486
818	223571.7328
819	222669.4993
820	222031.6023
821	221745.9299
822	221603.0807
823	221053.7941
824	219816.1642
825	218479.6532
826	218362.0257
827	218246.7489
828	217425.9701
829	216504.8456
830	215543.005
831	214970.1079
832	214038.9141
833	213180.0073
834	212347.5897
835	212088.9787
836	210998.3777
837	210751.1829
838	209565.777
839	208933.679
840	208806.2653
841	208685.1825
842	207648.6907
843	206737.7962
844	205792.4696
845	205471.8082
846	204302.2435
847	203500.3982
848	203365.5243
849	202804.4498
850	202689.8346
851	202513.2642
852	201731.3063
853	201155.0418
854	200463.3888
855	199580.8484
856	199047.701
857	198487.0155
858	198079.9714
859	197644.8931
860	197206.9525
861	196422.9399
862	195617.6369
863	194826.3128
864	193896.0722
865	193205.5984
866	192397.7789
867	191440.9558
868	190546.5009
869	189934.255
870	189263.3707
871	188392.2699
872	188278.1444
873	187901.8333
874	187392.8466
875	186751.9303
876	186648.5033
877	186221.8932
878	185784.4721
879	185025.3412
880	184060.0991
881	183297.4389
882	183057.0205
883	182458.1764
884	181427.8627
885	181312.7971
886	181032.6653
887	180373.4989
888	179660.8252
889	178668.0347
890	178096.7654
891	177983.8401
892	177893.8792
893	177003.6211
894	176903.6674
895	176795.7227
896	175832.2162
897	175116.105
898	173897.8867
899	173090.5168
900	172330.8597
901	171591.7063
902	170692.2804
903	169985.2877
904	169316.6684
905	168622.5683
906	167851.9169
907	167179.01
908	166207.0461
909	165643.1166
910	165200.5415
911	164307.3977
912	164208.3798
913	163455.9807
914	162858.4958
915	162415.015
916	161902.211
917	161402.7301
918	160796.0571
919	160582.7496
920	159797.9476
921	159379.2941
922	158701.4533
923	157912.081
924	157077.5531
925	156831.3571
926	156370.8281
927	155961.4842
928	155854.4893
929	154897.7304
930	154330.5296
931	153676.6285
932	153065.4957
933	152429.7116
934	151789.1579
935	150854.721
936	150319.9706
937	149868.9482
938	149394.8113
939	149018.0071
940	148778.9661
941	148452.1337
942	147808.0504
943	146985.5883
944	146449.7203
945	145695.8235
946	144770.6277
947	143971.3699
948	143499.4352
949	143258.0902
950	143018.6628
951	142715.2946
952	142250.1208
953	141777.4307
954	141384.5876
955	140600.9133
956	139930.7272
957	139771.4645
958	139691.2977
959	139016.0278
960	138569.1726
961	138097.3507
962	137361.0303
963	136694.3762
964	135809.7057
965	135309.2812
966	134887.0399
967	134234.1411
968	133665.7809
969	133220.0186
970	133061.8976
971	132567.6275
972	132072.9589
973	131345.3077
974	130839.5108
975	130199.1096
976	130127.5527
977	129432.981
978	128986.6374
979	128444.557
980	127977.1101
981	127494.3428
982	126825.0809
983	126751.4301
984	126187.3451
985	125500.524
986	125448.3068
987	125360.3198
988	124853.1136
989	124195.1774
990	123630.8215
991	123188.9676
992	123117.7789
993	122815.9977
994	122255.1695
995	121720.3757
996	121391.9667
997	120809.7755
998	120163.7062
999	119496.6351
