V1,auto_select,avg_top_2,avg_top_4,avg_top_6,elasticnet,gbt,knn,lightgbm,svr,weighted_top_2,weighted_top_4,weighted_top_6,xgboost
W45,5.28497621029195,5.658278060414271,5.572601876354762,5.535326371365316,3.919080308345139,3.5179429331519962,6.0330310031523116,3.084873504117041,5.28497621029195,5.316029492171132,5.349164884966049,5.369608598264914,3.138798545982934
W46,4.7102918776509135,4.585206087006117,4.54963481748292,4.536765735723456,5.3133290051417825,5.0943818668788365,4.740113764019966,4.429789501861934,4.7102918776509135,4.442760376850376,4.472367809609501,4.4833686402964394,10.297554334549051
W47,5.27303267039548,5.622596270101763,5.542373993698854,5.507470272348561,3.90180426796472,3.102489840186832,5.973453171876866,3.1158407217081283,5.27303267039548,5.302113761264771,5.333144230679951,5.35228900231367,3.4872184875829846
W48,5.707079801191093,2.409570474759235,3.1191383510085786,3.447334556417389,1.3311209277565885,2.374434328624241,5.707079801191093,2.151241544167308,3.310702443112116,5.430640289521047,5.071773600739663,4.873671855965933,2.054213130374974
W49,3.022996231336549,3.0183385957903477,3.0195029584843924,3.019935082521044,2.962485476481161,3.2431181729026357,3.758511212586086,2.7001453063070513,3.0742626802151887,3.022996231336549,3.0220957663230883,3.0216796018942267,2.655505044666385
W50,3.023116639585571,3.018343837367009,3.019536995465555,3.0199710905881583,2.961105646078687,3.0548869362798015,3.7672294384250584,2.7990698707576445,3.0756472612945633,3.023116639585571,3.0221416223944475,3.0217217002432952,3.62814619386845
W51,3.548307481290865,3.720112818990653,3.7667239450352406,3.787024741292707,3.548307481290865,3.6831554697894937,3.885569101143681,3.6746395386974466,3.9237079550804133,3.9067217424395824,3.888606655426751,3.8774352665458465,3.517038634631755
W52,0.8721587845254345,1.0510937122383346,1.0051325563490214,0.9874376268276724,1.2714862015319652,1.4146614104438067,5.852739158528138,1.8816987755787475,0.8564506320396367,0.8721587845254345,0.8991092309017823,0.913551181663798,1.3163908022248056
W53,6.418030218565337,14.152408503589559,11.868421523311874,10.940435191604857,6.671146701985116,8.086288634651018,24.819368514248648,9.9558014094905,6.27321064359523,6.418030218565337,6.877928562086595,7.2915964012660055,15.971368571351995
W54,1.5680840612670364,0.7174119185885286,0.9013400077074922,0.9852378396147042,0.46833810581902124,2.6998450019238653,1.5680840612670364,2.5166375919460466,15.45407297627751,1.4962275029000944,1.4036267484859095,1.349395921529227,5.573118808927294
W55,5.067934354408808,7.280942885177002,7.430840095416054,7.493911022159145,5.955370168884138,6.787264737643225,8.168569331274385,6.783247834956979,5.067934354408808,8.0849993279589,7.975019493746663,7.911161926697381,6.640022294223506
W56,4.193342764845933,4.726814678205634,4.591022633301964,4.54069524453855,10.660550822845423,4.193342764845933,2.200741230877724,4.944549781935368,15.05455595034724,4.226404620533239,4.28985639642596,4.325047222883534,5.358284010223318
W57,12.73168306462006,12.998538131861162,13.201305202572428,13.289397591298435,12.768164794124036,12.99141443689929,13.879070282111067,12.73168306462006,12.928433036872509,13.80611366639634,13.728207392882858,13.680111281876798,12.106830642659215
W58,8.543173919289996,9.143745408706911,8.984219154626343,8.91530617644288,8.543173919289996,8.376735463074342,11.765549144429663,9.06501107836938,9.842204425217439,8.57769322737667,8.616220939233584,8.63961616495281,9.447459776707506
W59,29.683945088279856,31.281872301066365,30.914717974911245,30.760607578837064,32.890628248039874,34.82589582829802,38.21697047356628,34.864154277728744,14.130055196174357,29.81668794978966,29.99157271200857,30.09454382928885,29.683945088279856
W60,4.026682381699861,4.022603456227164,4.016828416626718,4.014314935836808,3.9974195746332075,4.072411436162755,4.045713066805871,4.047829606097346,4.026682381699861,3.999516616971973,4.001753842896803,4.00313393817365,4.035883392133927
W61,1.60261099701327,2.1056964393057513,1.976576396502814,1.9204007724874919,1.60261099701327,2.667938652464605,2.461839522696377,2.4566931704631267,2.8084472935111506,1.6340749387540547,1.6679087177612768,1.68867590465881,1.3690172786178223
W62,0.3997587124149294,0.3997527748595268,0.399751414169661,0.39975082179073124,0.3997587124149294,0.39983494549265364,0.559863088378117,0.39938699892912166,0.36683145890260405,0.3997473320997847,0.3997478598960688,0.399748185442634,0.39974683730342975
W63,1.175975879776936,1.1764829176024454,1.17635605968354,1.1763105645470042,1.007135631871527,1.182648514089118,1.1704684169402244,1.1125573379301714,1.5129708982985994,1.175975879776936,1.1760832156044592,1.176127316868077,0.8984989726064083
W64,1.77194034292605,2.1930124191168168,2.0754766589687423,2.028604120570099,3.275349497696199,2.7087085969708506,2.40060407678361,3.209496553036889,1.9859426994112799,1.8022948687850573,1.852747589417051,1.880118956429415,1.77194034292605
W65,2.1633359507897585,2.3126079347798734,2.066932903722049,2.070806914712728,2.6588292905175743,1.6304508473728454,2.1633359507897585,2.73570544508416,1.6661197209229368,2.5971741154315846,2.4884678938072122,2.4212673636156143,4.069193283664973
W66,0.4596310427384108,0.3878299569069868,0.3787706663504711,0.3756897811285071,0.3539850255905918,0.5795725175821488,0.6255555908408797,0.4596310427384108,0.410441179738698,0.3559532488748298,0.3611475035341851,0.3635669528896451,0.8054898321842499
W67,1.0018167014952608,0.8989057985653794,0.9180683477966171,0.9264082736786463,2.110077267300773,1.0018167014952608,2.010324694970166,1.601592909077934,2.1834048662447088,0.9914189381179619,0.9803256823082849,0.9734822811746517,0.8322112793844285
W68,2.0362516865904303,1.4780508054086876,1.6058064611228433,1.6614112593884196,2.0362516865904303,0.9217224796319782,3.932042970420243,0.9522905053918489,1.026797457425436,1.9896634349902373,1.9397143598695168,1.9089858771959851,1.24845133445395
W69,1.2243017234219984,1.6784182870204722,1.5741057144552928,1.5287385094303625,2.589609019359433,1.8288523017725618,2.1353112952588105,2.1515700582948627,2.1263896817193246,1.262039421875688,1.3023150495085054,1.3271680416395502,1.2243017234219984
W70,0.8764536663211244,0.6576360663460983,0.6571060049637376,0.6569276733727197,1.1644773529417098,1.130881020326247,0.8008119842349435,0.8764536663211244,0.8127236591370611,0.6555136608904326,0.6560354047488913,0.6562124761044238,0.7058188992263552
W71,10.13052928544163,9.966795338860244,10.13052928544163,10.186143556361452,18.213380788195625,25.256024320409225,1.992722859661038,63.096917297210865,2.610948476470247,10.623690229778262,10.46477869917813,10.409865271474168,73.58764832708903
W72,8.011998656858752,8.011998656858752,7.941165606275802,7.917267211192199,4.665925656942782,5.387987166256587,19.43152421235674,9.80122112936841,11.470087569365823,7.728957579096289,7.797858149850859,7.821380548448414,9.608005480214208
W73,8.009311311122708,8.009311311122708,7.938405118668104,7.9144848157049665,4.659827284162605,7.615252709343154,19.479810001916505,6.016399931266734,11.471019751705573,7.725978207368497,7.794966350017293,7.818513738593684,8.493703732158245
W74,11.06794417931843,11.12248275341391,11.10384516169417,11.096675917320978,11.04628918487185,11.60412171835725,11.28278131137888,11.209580174402037,11.72268532535255,11.052131570715822,11.06246654961545,11.06794417931843,11.653048873347895
W75,3.6689483438687285,4.9582071839128945,4.568059935176013,4.432959443775886,3.6689483438687285,15.017583051101754,5.544232927325718,12.759872826129554,3.910545147970053,3.6819491974794962,3.748643774515017,3.8383642008279857,7.281778983522143
W76,25.682301001865188,21.323000321455613,21.32300378981269,21.32300529976785,21.323015456091177,21.957683417937513,25.682301001865188,21.90248425726411,35.91584472399758,21.323014194872872,21.323012849538735,21.323012019731724,21.322985186785093
W77,10.927766418598639,7.622349996794234,6.9675961515099,6.939550122045598,13.39623217058473,9.616490074354763,17.139480956550322,10.35777367556489,12.996652081482829,12.191657648882504,10.927766418598639,10.25823693006521,11.109257888049047
W78,14.369427332930758,6.529773598764654,7.476665630617157,7.880016830528853,11.440659715766236,8.976121686093242,12.469260363128399,6.722352970252777,14.369427332930758,10.271244374680606,9.85073095816687,9.612949463055134,10.661635386826509
W79,19.473833778279655,21.384815368783173,20.912496793360955,20.747158783160923,12.883961805150431,10.731007230386941,23.40494654087398,10.605655469086075,24.04156992093584,19.473833778279655,19.913874445961735,20.062508073443045,19.29719690036851
W80,21.893132160827466,21.48494954174413,21.586826031018933,21.624600141584903,16.723143977392237,14.871224000516914,12.589354956080312,15.92474184062866,26.506032262973132,21.893132160827466,21.813703001878405,21.77723720068174,11.1028048273448
W81,7.941329170471763,9.583067580619046,9.21010270951319,9.047130222835435,7.941329170471763,14.333966936534104,11.188407558143362,12.436793181145609,3.355793145432224,8.079566323483803,8.226734199313738,8.317359626751571,15.606633745183684
W82,0.10600867450335852,0.10252283684731497,0.10227584784944818,0.1021827762775199,0.11563359952315397,0.11225376565637446,0.12171318001553284,0.12277129011054028,0.10600867450335852,0.10191759615519401,0.10196419264983134,0.1019869915877189,0.10806953111157148
W83,10.360773843758226,10.36077410307751,10.36077404365017,10.36077401777837,10.360774362396802,10.517104491505275,10.17884091407871,10.613480653699735,11.364195814468276,10.360773865368161,10.360773888419358,10.360773902637424,10.360773843758226
W84,10.255749976272668,10.255750303918115,10.255750228832698,10.25575019614412,10.255750631563561,10.462520667880225,10.259875007048528,10.494121498076964,11.227751618036862,10.25575000357645,10.255750032701235,10.255750050665508,10.255749976272668
W85,0.21621767427399238,0.6331689423937836,0.6890587493910871,0.7134083647403646,0.8774723947873206,0.36457973378980124,0.21621767427399238,0.40732889042636167,0.9709664333199105,0.8570720241270828,0.8353194545679186,0.8219067063228332,0.30610184184471534
W86,0.20413270761209024,0.6738256376754616,0.6171052189172974,0.5924298178232393,0.9342182993353086,0.43296763523335574,0.20413270761209024,0.38948902152206183,0.7977383243887642,0.45082852174164656,0.46988843307886935,0.4827451458262747,0.3516085199870519
W87,0.5303207761439561,0.48718335072167457,0.49610142008128877,0.4999843203234029,0.9219019286618401,0.6171528016782508,0.5651576732499946,0.5303207761439561,0.4482831873580904,0.5263306654929527,0.5220746660915769,0.5194496679230448,0.4601521270589773
W88,0.7138937159994714,0.6385072022631165,0.616952131626286,0.6126784889702761,0.9002442633168295,0.7584090801681053,0.5965269888432873,0.7187156311947069,0.7138937159994714,0.5955696058066209,0.5976385220336471,0.5997923793735803,0.7266539137331927
W89,18.279748074691362,17.74879757007858,17.87077962453153,17.923483085220546,18.279748074691362,15.854938555657696,23.81181657569381,16.555922335205274,17.214368592358763,18.235634157903828,18.186490271994465,18.156923259322973,20.77055365047669
W90,1.3877765225804413,1.439475377503796,1.4265538469823913,1.4220786879204064,1.25467079796399,0.9100984096388749,1.1527285193992016,1.0152002788051913,2.0842751206233348,1.3877765225804413,1.3996990751520397,1.4040748032427042,0.9051575702034877
W91,2.011314729159378,1.532411676789631,1.634698068587681,1.679143391827375,0.9598514484326708,1.105584679174348,2.011314729159378,1.0683170188994098,1.117209205050993,1.9668289058296964,1.9190487245553647,1.889647847069427,1.136415049599714
W92,7.434098295990579,7.546553153928275,7.521219136314766,7.510109054921185,2.9663158149833055,7.025110930878219,7.434098295990579,2.219440614645851,7.6540940535011215,7.443659163553345,7.453819508000794,7.4600668188161645,3.141071101332921
W93,0.20707144747531353,0.1729434969419348,0.1795984556412662,0.18196003064031566,0.23963110523947126,0.20186100325864173,1.0433143441589805,0.20707144747531353,0.40146470659338146,0.2027081716686977,0.19397818281469917,0.19125432485254326,1.2136821976028107
W94,8.341727961108528,9.399765411117569,9.074699985408884,8.952109204501717,8.056227271475414,3.651319924201488,14.895163780593327,11.334352084669925,10.940545997721527,8.152972688523999,8.341727961108528,8.44224644168787,11.970607120409545
W95,9.990217572003564,9.828819664127606,9.869144527911965,9.883886405898009,8.28028255866333,8.528997541605479,14.353887428496535,11.20857439269232,11.78310001433721,9.990217572003564,9.957628676356418,9.943372461787424,4.90696979783084
