V1,auto_select,avg_all,avg_top2,avg_top4,elasticnet,knn,lasso,lightgbm,ridge,xgboost
H113,4.121053686324602,4.834001336690527,4.020846965955228,4.184815655990899,3.9434358548802493,6.952214928417819,4.121053686324602,6.3227448921570115,4.867133245484804,5.011504020587202
H114,1.3339328489498379,2.4619561550078917,2.6887288071457216,2.8750650492045193,3.6664425577127844,3.5573749178717446,3.8971701576718267,3.134668488492773,5.215882025048877,1.3339328489498379
H115,17.351897927140275,14.211989090507215,17.23536556154195,17.011049681377415,16.343006178514408,17.062331439494976,17.11877427223576,14.652110625815254,17.351897927140275,6.561293145559745
H116,6.232958754886293,6.232958754886293,6.127119463963741,6.6491569277243,5.506588648363842,6.377284427607628,5.453002667290869,8.3878361239307,6.175879477000146,7.912617171983452
H117,4.546770979533223,4.9127313715537895,4.536774305620854,4.5392731954792955,4.537503114600529,5.403400817741447,4.536045506701268,5.912630990638308,4.546770979533223,7.373410128555635
H118,15.240547943931048,14.02205174198874,15.240547943931048,14.544069151995359,11.80257899978935,15.272346655394212,11.801659744651616,15.219820206400051,12.727480579370756,15.77690765285783
H119,17.206874497603835,14.532950074578583,14.306469247500509,14.425871593451657,15.258837373621287,19.499333285958652,15.257441611296679,17.206874497603835,15.257883666602023,15.038553101326372
H120,6.5732777532725635,6.3155297778062645,6.3172712709727366,6.235300484839108,5.999859664298081,7.740513462490944,6.0051063900829735,5.645829912301541,6.0646124579226965,6.5732777532725635
H121,2.108363953836914,2.7719833562620204,2.226117319833687,2.4359752881036383,2.108363953836914,2.5614661167505397,3.1543354009705857,4.336169195649548,2.343591671875696,3.744999032837563
H122,6.438111217221561,6.762064399724868,6.607835758417524,6.753547529173559,6.813684929069687,7.223587201546517,7.448141621070953,6.438111217221561,6.919465656674473,6.880897683046052
H123,11.321931099303667,11.33168979165642,11.321931099303667,11.664610762208312,12.755891353790883,14.985194663825881,13.120041514917824,12.62438964171928,10.484963606912444,9.64793222154314
H124,49.747188616257844,40.01874604977842,51.71468060876763,46.48663755676027,27.412988919979576,49.747188616257844,26.088022707543264,55.45243297946541,41.89623231084146,43.941245401844945
H125,24.081362916395268,32.386573531052356,24.081362916395268,29.311219528475203,41.466444765355334,23.059028364138378,41.0141345298976,57.05000975460229,41.485222949930034,27.78417108018068
H126,20.851219470544226,22.21310963485034,20.851219470544226,24.605572902018125,35.521791767982606,28.44003755214028,13.944675298564771,22.32913455004007,30.89749929638643,19.695995208857987
H127,30.36421917877954,39.27908764998015,30.36421917877954,36.70647426869989,50.468897098330515,24.587870832554433,50.12356908372877,40.738919287192985,50.34435295774704,22.692796659972732
H128,26.21154994232173,47.930363049427974,54.19321889483797,55.579188726854255,55.33073861182529,26.21154994232173,56.94650799430765,39.908261263710635,62.65562505193447,29.5114777289477
H129,32.948941278358355,35.58376031210273,40.63332803276559,42.98693894201773,50.42918600349263,32.948941278358355,12.97717719195851,18.263970490209473,50.12911100553141,21.585472366371356
H130,56.65531712817548,55.28944234855825,56.666152412083015,56.778543758241774,56.65531712817548,63.05110554630098,56.67720002677849,57.22966710656501,61.56972036351901,57.842482830028445
H131,46.107723609473354,31.7428777051025,37.40516657143611,35.42727049494568,34.62089202743815,36.705220864431716,29.396423626187072,46.107723609473354,39.6886104685186,37.643906737038755
H132,25.184277372934066,52.94344447301983,25.184277372934066,28.432496524519337,81.36147866995445,26.345673493309686,22.39507865508672,101.1050259768774,61.05381142558504,32.30675396777783
H133,21.290235961595812,44.652701188755216,31.94060697412017,28.829423332866583,78.41139809148322,21.290235961595812,104.67922796574354,23.401727888914294,43.71111595262761,22.788124013075485
H134,49.02204298328151,28.796156085233836,43.73325091465122,38.54925209768044,38.75768307751315,33.042393054807114,41.75836064762029,25.736300932694444,49.02204298328151,24.846080981450616
H135,23.3111824011362,22.99486936155473,22.928367862771694,24.060188559755808,30.586833580409774,23.3111824011362,32.31977051806682,27.1757325706239,28.909611793204824,25.2818851979982
H136,44.81663565904435,59.33179114302216,27.728955926229233,44.81663565904435,93.53625529732034,29.903197779450903,72.52735784171956,79.35038462041967,71.64910198826777,26.856321470203504
H137,16.271126521314507,18.06467223035743,15.388908164661345,15.127186090291833,22.01914237025159,16.271126521314507,20.612628652431,84.88701936206141,22.36634304573249,15.309142277834564
H138,15.455498571853612,29.400760181179177,16.035915628488944,18.43698008662319,55.69347620617546,19.018700933362375,15.990132163520348,26.37806757316305,60.821736930910156,15.455498571853612
H139,12.411424856228782,24.632115290921686,12.411424856228782,16.712882548145203,58.54641404935151,15.7583636313119,13.99784338707013,37.63496602897781,63.83286546443636,22.596699077197183
H140,75.89311061874679,75.89311061874679,44.86913753894669,40.85762269008653,25.490573972185725,48.582423601744836,25.50235780387487,97.10503887730104,24.682235835817306,49.42592892984062
H141,14.144935135695642,32.62696527913687,19.20558912672307,19.81230154391841,58.445543084654346,23.08205343579909,73.81337282719193,25.336049823204444,58.70253223645931,14.144935135695642
H142,21.936524950854224,26.848846169272644,25.507801419370878,23.03950120958276,40.17170024503468,28.53396595178611,21.033361240530308,29.551543909110478,42.87393488170969,21.936524950854224
H143,52.85774615806251,50.88004860837838,52.85774615806251,51.61257188063689,59.773281145587475,67.57658933431948,45.50666977388652,51.74902892091483,65.42479670852097,60.773152657998494
H144,38.604044776742604,43.83780413448378,41.22884882252891,40.4951569814106,42.150401218608984,38.604044776742604,62.18361298873776,47.7961261274795,45.76081510043398,43.956043821283956
H145,10.363350755617526,35.858890563978626,11.091588050260988,10.363350755617526,61.99984850620201,9.045103883229752,61.581118687240775,14.378742271882544,60.48251778646414,10.816898869568586
H146,46.57304774780504,35.05080975205493,46.6351572370468,46.654599826666136,46.57304774780504,26.80138959605577,46.71320626973552,25.729399160360572,46.700444796813166,25.813852349492283
H147,74.12294516230921,72.42481299800507,74.12039548391587,74.1170836136348,74.12294516230921,82.03650410591167,74.11783817279544,88.34123645205098,74.10710433087581,88.47004583475375
H148,53.358076393326556,52.40124044846862,50.908137781734666,46.495814098905505,53.74321873879484,53.358076393326556,66.60845228872596,46.5367482152733,66.72736885878773,56.68691241019913
H149,38.95817166071037,37.97233514517342,39.8103588289259,38.95817166071037,36.957326768183556,101.77286802196255,37.1677819001627,40.380235998433704,38.37701032959413,39.36975144765672
H150,52.454174854569914,45.094604318236975,55.41488719555176,52.454174854569914,45.577662894686476,42.82588972662344,45.409768647139934,64.81298846970009,45.876401990200186,59.101440035291915
H151,50.015295164437035,50.015295164437035,48.17222819392055,53.98411355438193,48.10766133831819,74.87652383839644,48.175281934371164,48.210830214400566,48.16904358476218,63.492478794838334
H152,79.27906542538534,76.86770021142483,79.15047179929519,79.62536921503839,80.99931334768847,97.42756431532752,79.02074954020632,80.09840981083083,79.27906542538534,46.08684287422896
H153,45.01774296406767,50.92208437535501,52.035517187827,52.84936165813695,52.10410683338256,45.01774296406767,56.26536553913212,55.278032466245854,51.54131566992957,56.800090027321644
H154,57.932900243080645,57.932900243080645,49.66519219061386,40.42319713843933,71.4862792952015,69.47384127230762,70.96743581049456,25.25495081324271,72.43747329443057,29.87854521848119
H155,58.9690278165247,58.9690278165247,61.02052551779842,61.55112980793223,61.0404055860034,63.61276696981722,60.997505125904304,57.062467342808674,63.31787421139453,54.32645056957484
H156,42.78865600496461,49.76801642659999,42.78865600496461,54.07079959647214,52.84330674944576,22.091662116851936,62.10728054835024,42.584729522063256,70.00823273142852,37.64375066481079
H157,75.63718724428882,62.38140777526326,54.895466265671125,75.63718724428882,34.541616839516884,76.26147529610536,37.418528091554776,34.98424698470167,86.75480409176211,98.66984429919248
H158,45.79012410760159,45.57854723142811,45.79012410760159,45.638006914249594,45.12708997223285,46.47481085040101,45.417852548060026,45.17605375635541,45.447697028624084,45.5728481718386
H159,23.027907444638597,25.206297051204764,23.027907444638597,22.979919872725063,38.7074439723204,23.93465751730069,39.06073373697477,32.470574629698426,38.417116592982616,27.457005668802253
H160,25.46474185521786,32.97678100016695,25.325957882691498,30.51439045722014,41.57658274076635,36.631818463031266,36.13565153482899,32.86400783294251,44.068464192590596,25.46474185521786
H161,13.6692981396101,17.741201271536937,13.6692981396101,15.326529122466287,32.65801903554883,16.96684008720939,36.46254678451528,15.68662119996184,29.071089366087538,15.96709139204815
H162,71.00097812964938,68.96731495871042,69.64079233312947,69.3587060558715,68.45125854296118,71.00097812964938,66.53395862367034,66.51957098619853,67.74459731358556,69.22709166478758
H163,32.06899112521116,27.936479353068083,32.06899112521116,30.458839512978525,27.570339158664776,24.97260452558149,21.417316284416042,46.4580662487974,37.15098771604759,31.412146125261376
