ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,35870.93841356026,1.8395506161742863,27632.53306059597,0.29992971197717333,2765.149371113236,44091.850000000006,0.95,26847.18221786597,13331.760112231097,1.2417395994406302,10680.141451047946,0.838785519621024,,rmse,24338.949356586545,,,26867.521568747445,0.19777623146245343,19946.193831033175,0.4220961310106952,True,Albany-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,41133.608897339145,2.013560080930043,30933.836207678534,0.07944487927812882,-2247.843696715143,44091.850000000006,0.95,22522.856380005192,13007.708527755833,1.0518605535299617,9937.381881330886,0.8465274671862185,,,,"['gbt', 'elasticnet', 'xgboost', 'knn', 'mlp']",,30764.757400687504,0.17499922446917998,21006.266445786667,0.2422823927837776,False,Albany-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,41384.85676444956,1.8139076468608526,31003.819260762088,0.0681648637602219,-1813.4910198600405,44091.850000000006,0.95,25846.451259484696,16089.198720168804,1.014744176340381,12080.5045426532,0.7652001050183194,,,,"['gbt', 'elasticnet', 'xgboost', 'knn', 'mlp', 'svr', 'mlr']","(0.1685360811697575, 0.1680083713634109, 0.1673170888139203, 0.16567940518118127, 0.1652372392421093, 0.16522181422962076, 0.0)",32195.34807981482,0.1717228824115313,21227.44037512075,0.17017476177244217,False,Albany-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,True,1,26,42059.57888185191,4.267524186560747,33399.15808105469,0.037532641982211734,-17163.80859375,44091.850000000006,0.95,1880.8182804326616,1043.873205470429,0.2508826326470177,782.8661317809203,0.999011618593084,,rmse,26036.313809368436,,,47816.24860849125,0.37181790530273684,36816.20308819111,-0.8304226926390916,False,Albany-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,True,1,26,42850.23362643482,3.2730354114456146,33673.612359850034,0.0010067414066595726,-9221.84310823679,44091.850000000006,0.95,44448.65614109487,21953.855738695056,5.120540798225455,17312.605973780428,0.562829670476064,,rmse,259014.04950702193,,,46440.65621050671,0.2903214868379109,34401.59927302718,-0.726621263925179,False,Albany-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,42956.54085417222,1.0449555676877158,31582.863488542804,-0.003956215898184512,408.9209407981035,44091.850000000006,0.95,54542.10307307294,33200.14946918741,1.0607152893748257,24392.442743040017,0.0002091802197057291,,rmse,28953.84202944067,,,44187.83410806297,0.244910257179745,30809.01299398315,-0.5631685884983777,False,Albany-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,42982.39517586617,0.9958371067052993,31581.911127688196,-0.005165085035614192,27.58367465264392,44091.850000000006,0.95,61760.487864001465,33188.966284743394,0.9993650541314806,24385.886914053164,0.0008826086371118702,,rmse,28932.36374226652,,,49143.71326981522,0.2864750616864102,35580.49275621392,-0.9334650520025058,False,Albany-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 15, 'weights': 'distance'}",minmax,168,True,True,True,1,26,42995.12333303661,1.6611112960070935,31875.715237765995,-0.005760481984910415,2584.273912589222,44091.850000000006,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,28316.677562104855,,,46647.54280798661,0.32097609639560404,36240.78184223022,-0.7420392402635125,False,Albany-conventional
prophet,prophet,[],{},,168,False,False,True,1,26,43469.470698505414,1.85440851186657,32440.511202198744,-0.028075177686196495,-6137.8038492928645,44091.850000000006,0.95,51808.079259378734,30753.00877673868,2.045971205536483,22698.779010666145,0.040913816405262704,,,,,,116303.62389695836,0.8975816003750059,99668.50712184432,-9.828963348693602,False,Albany-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 0.5}",,168,True,True,True,1,26,44510.90586379231,2.376158457938734,33207.3316889202,-0.0779262177733544,547.5831518191844,44091.850000000006,0.95,39686.390673759735,23577.439803930287,3.875923376553356,17816.800718231047,0.4957773433799024,,rmse,25073.749589244213,,,48600.811434234376,0.2943078495523158,35699.8068732236,-0.8909821536088707,False,Albany-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,True,1,26,1483.8998183862243,1.1532071172247966,1085.2364722427958,0.04215788818180033,-395.6612854003906,-832.6299999999997,0.95,176.52913061774842,99.24201209317403,0.735491639522431,73.93334069994133,0.9855617909335453,,rmse,592.7543767926384,,,1729.8985921474155,0.44620694162392194,1536.9674358866769,-0.8749092216376493,True,Albany-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,1499.9317068172018,1.0345602031267205,1109.371925415759,0.021349245935753713,-40.74726479409129,-832.6299999999997,0.95,1080.5992295060823,495.16184969034174,1.0942647401355023,343.76771454601123,0.6405681504766902,,,,"['gbt', 'xgboost', 'knn', 'elasticnet', 'mlp']",,1401.579327828121,0.3277261614053516,1171.8530332934215,-0.2307626873948485,False,Albany-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,1501.6533101395264,1.0245263841736258,1108.7144124424642,0.01910138984184173,-38.636071276988396,-832.6299999999997,0.95,1149.94210160286,542.9111922839614,0.9971969595703872,368.78275628387746,0.56790444950122,,,,"['gbt', 'xgboost', 'knn', 'elasticnet', 'mlp', 'svr', 'mlr']","(0.17035877837321056, 0.16925680033395615, 0.1664458410052426, 0.1662138565970322, 0.16410908746671835, 0.16361563622384015, 0.0)",1314.9770411727877,0.28670247807177796,1064.2789180729512,-0.0833662335448202,False,Albany-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,1502.506324205978,1.1541377493540792,1142.7027774714295,0.01798667453966618,129.37014933338116,-832.6299999999997,0.95,624.8526868180818,328.61012098309584,1.3192309103733564,244.92957139483636,0.8416988481064959,,rmse,586.0204059539825,,,2759.332340405216,0.693261030151398,2278.4450493055147,-3.770314109030225,False,Albany-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0.75}",scale,168,True,True,True,1,26,1502.758675089472,0.9848508393166983,1101.287521618322,0.017656782097012158,65.22581014557431,-832.6299999999997,0.95,1069.7778077351568,689.5032787810854,2.068916491889473,477.0285865189656,0.3030608266875324,,rmse,611.3492068692705,,,1314.8858335394175,0.24112509411878794,956.8665194316757,-0.08321595283217631,False,Albany-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,1513.3690719170277,1.0047278262210428,1113.4053112845143,0.0037359202845890227,6.165668617645368,-832.6299999999997,0.95,1612.5667063730189,806.1824406623364,1.0452797840505998,520.8932675163265,0.04722824559801486,,rmse,624.2110366342501,,,1281.5179202657375,0.2226591604216938,913.1528524563814,-0.028935903826033282,False,Albany-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,168,True,True,True,1,26,1514.6419559044657,0.971707395215327,1085.2594016836754,0.0020593141944388327,27.82208364539355,-832.6299999999997,0.95,1059.4319748525,667.8679600272859,3.3567240519677974,481.10997341813896,0.3461119160457713,,rmse,1627.0493600794173,,,1414.0094493430938,0.23385645454286236,1000.9558706731525,-0.2526899064050525,False,Albany-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,1516.5067002975777,0.9694678855692064,1105.3473239894877,-0.0003994184625926156,-24.994542552811104,-832.6299999999997,0.95,1419.9711138721625,826.78920738992,1.202854604305972,519.5192945792912,-0.0021017076420166703,,rmse,627.2264200279959,,,1654.334769577393,0.24985698805311352,1176.187886569596,-0.7146905315640331,False,Albany-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 6, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,1531.5359866294095,0.9576805257187223,1120.8286538461539,-0.02032652152955139,-8.836666666666702,-832.6299999999997,0.95,1458.1034036930055,709.3683263558319,1.4995967629951206,472.28029342723005,0.2623237679981488,,rmse,609.9315958241642,,,1444.0452036037013,0.23112760503467916,1031.5041025641026,-0.3064732783037676,False,Albany-organic
prophet,prophet,[],{},,168,False,False,True,1,26,1536.0910050255166,1.0364522042580484,1148.0956639813317,-0.026404756002676333,193.55230563620455,-832.6299999999997,0.95,1354.1546440889238,759.4185091780791,1.9309638578888877,494.078588497311,0.030531506680126053,,,,,,1402.176684805098,0.28934742760181037,1064.5163111217955,-0.23181201986836464,False,Albany-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,True,1,26,86804.44088409354,8.88969156896816,67425.61014566274,0.4606238869430289,27198.384765625,-105804.2699999999,0.95,8415.038536255293,3718.735419427584,0.32810911235503515,2896.7169539072743,0.9986412239432109,,rmse,89639.84131819133,,,125267.12745540256,0.16609847319985296,101516.38244300257,0.0690607043817727,True,Atlanta-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,107039.9476973199,2.352514892613881,78298.49090225229,0.17983808694485115,11293.6324445115,-105804.2699999999,0.95,120738.01181884651,62358.806838314384,1.1164223809207965,48303.307617663915,0.6179212197119017,,,,"['elasticnet', 'xgboost', 'gbt', 'knn', 'mlp']",,156526.81102678462,0.1968396163668314,124454.98529502212,-0.45353200895927603,False,Atlanta-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,168,True,True,True,1,26,107736.55862026851,5.048655865224688,81536.84866403975,0.16912820028908104,50278.046789273976,-105804.2699999999,0.95,78362.84458551905,39388.001125288734,1.9545232044118868,31252.601564193465,0.8475648198864518,,rmse,91061.69121430379,,,104305.85880465938,0.11751549788912422,74319.61077350393,0.3545471365497994,False,Atlanta-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,108420.04333653834,2.5294162190917486,78744.98062712364,0.1585525974410883,8688.932384994447,-105804.2699999999,0.95,120273.33525069267,67418.74942981415,1.1569954609541042,52016.214334922064,0.5534000092420979,,,,"['elasticnet', 'xgboost', 'gbt', 'knn', 'mlp', 'svr', 'mlr']","(0.17610535700973623, 0.17322223672572612, 0.17071925694310477, 0.16391455121324, 0.15822859282114252, 0.1578100052870503, 0.0)",175723.87186532814,0.22599464227165791,142527.4730648699,-0.8319290650032767,False,Atlanta-conventional
prophet,prophet,[],{},,168,False,False,True,1,26,113771.9363923986,6.979326553194928,85744.20866745649,0.07343024325524095,-12616.73975263179,-105804.2699999999,0.95,181290.11444238643,98201.5418189,2.075607696834792,76415.52730677147,0.06711139390447274,,,,,,142375.02189044506,0.19098507214839489,110504.09061615272,-0.20258209418045636,False,Atlanta-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,118498.3595497156,0.9992865164029936,81500.7197585241,-0.005153750376449828,-36.2775199009115,-105804.2699999999,0.95,198114.87984941056,100866.98775637054,1.0008709522631254,76871.5755788644,0.00033283425837493663,,rmse,98157.17380968772,,,208778.52144693342,0.253363375600366,163556.87970131176,-1.5859418855671659,False,Atlanta-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,119022.83278019716,2.9658441624023855,81499.1461627205,-0.01407105313867274,-5594.660853791794,-105804.2699999999,0.95,199167.7403961345,100983.74569539129,1.4700814922998147,76832.28647547947,-0.0019828219199045094,,rmse,98394.9578485343,,,287887.60784198676,0.37905087131016885,238302.29947220214,-3.9169191535174956,False,Atlanta-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,168,True,True,True,1,26,119190.5083495897,7.170543640872695,81312.07397273828,-0.016930247583386793,-46884.53121798344,-105804.2699999999,0.95,141635.79833285685,77357.0680471816,3.1803424132786033,58690.433083553275,0.4120270767352364,,rmse,188040.9634538635,,,250092.57589530258,0.3654414914343871,219901.59545844136,-2.7106391707953574,False,Atlanta-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 19, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,119810.73401027813,3.453396720000224,83508.73900809718,-0.027541281677443186,1964.5742105263205,-105804.2699999999,0.95,197535.77337975882,98500.41910583897,1.3527038171131096,75305.90866567826,0.04669146416607972,,rmse,94927.1919275981,,,139713.64486100804,0.15202710558546983,100079.46655870444,-0.15804322690395,False,Atlanta-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.8, 'l1_ratio': 0.75}",scale,168,True,True,True,1,26,122333.59196712656,5.813297225215782,87033.37692479132,-0.07127082252682015,-22936.56602296688,-105804.2699999999,0.95,183100.25650301733,83022.60031321208,3.136563857705706,62808.021576823194,0.3227484804512538,,rmse,88002.04771523771,,,237889.45958223313,0.34356458975179827,207994.49204998903,-2.357357008079545,False,Atlanta-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.5}",minmax,168,True,True,True,1,26,2906.0421993168543,1.0015407503601301,2492.405961846876,0.0014354892039835088,-31.404624032189545,-297.59999999999854,0.95,7132.893487821609,3989.323884507049,0.9831976790698821,2750.589738702277,0.00046825644152925783,,rmse,4651.673158216105,,,4580.180284447086,0.3076729795107464,3936.7354108331688,-1.2209185560842046,True,Atlanta-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,2909.508808124292,1.0036657842688634,2494.5456412884805,-0.0009483008277897387,62.01979627027868,-297.59999999999854,0.95,8778.404307978848,3976.3192878620703,0.9998039892653771,2751.8585156884888,0.006974281494438128,,rmse,4648.085157167899,,,5628.0185207569175,0.3981334314118871,5090.150617609636,-2.3533472058055924,False,Atlanta-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,2921.1793199848466,1.0217958196369907,2500.5444797911196,-0.008994337559653953,253.89914010907805,-297.59999999999854,0.95,7088.50681456749,3888.128254489581,1.0640517578550928,2688.5206567857736,0.050534560046094024,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr', 'xgboost', 'gbt']","(0.2465334180846589, 0.2464638167544041, 0.24467902361894459, 0.24407367075316963, 0.010928626869178663, 0.007321443919644125, 0.0)",5193.24489081391,0.36248150997740464,4616.360826222508,-1.8552562560420225,False,Atlanta-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 20, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,2934.0209907930634,1.0946284721085355,2523.283423076923,-0.017885029943581543,712.9375,-297.59999999999854,0.95,7702.137234906509,3996.5708826157493,1.3167296505480444,2773.654514084507,-0.003166536934092523,,rmse,4637.09393260625,,,5055.927524799523,0.34501078448566325,4456.225980769227,-1.7062578061928049,False,Atlanta-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,2956.7283721497256,1.052885733081872,2522.3577942351735,-0.03370151199188309,241.22537387341225,-297.59999999999854,0.95,6660.47943330835,3752.4382330721855,1.1632932307840618,2596.9643186243475,0.11564812404242275,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr']",,4607.709267705691,0.3162289950013377,4014.589046125108,-1.2476962654941595,False,Atlanta-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",scale,168,True,True,True,1,26,2963.493106938842,1.0323092335831991,2500.0064498763686,-0.03843695945896464,230.01831423919486,-297.59999999999854,0.95,8577.265170770686,3791.6085368574736,1.1267660935934862,2627.0940412772948,0.09708892161166038,,rmse,4637.506468269381,,,5933.171138623778,0.41528060297076624,5341.861671602405,-2.726844201296223,False,Atlanta-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,True,1,26,3290.092733172121,1.297864073055408,2784.075802167929,-0.27993693607927583,232.55588288977742,-297.59999999999854,0.95,6658.180462027848,3414.656915842045,1.8875740869925048,2448.4625834018593,0.2676947516475465,,rmse,6033.552569605158,,,4164.304557440763,0.2555567945292681,3578.7738661297635,-0.8359145140172382,False,Atlanta-organic
prophet,prophet,[],{},,168,False,False,True,1,26,3462.5939839165417,1.2622965336359546,2730.6720405991077,-0.41767093093811325,-880.2839959138205,-297.59999999999854,0.95,7021.1978546239625,3657.5600858003927,1.7903802584138948,2582.9979491601794,0.08554768849564776,,,,,,18621.98863664691,1.2381360831316983,17508.787983493457,-35.71297692633674,False,Atlanta-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,3946.872913146596,1.7323784638574524,3303.91889794335,-0.8419531480906228,1117.6941916676544,-297.59999999999854,0.95,2179.879387556619,1095.7331310099687,0.7351930450095887,836.6854696605259,0.9245937083367785,,rmse,6098.327888066509,,,27538.39849952357,1.8085328340065963,25835.437093982848,-79.28692914314031,False,Atlanta-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,True,1,26,4356.398221951653,1.9289271626006832,3624.228297682542,-1.244023694535156,1556.1973876953125,-297.59999999999854,0.95,254.13717585033976,142.01417294531518,0.12435783655971948,110.04078337064936,0.9987333361542501,,rmse,6054.932787550326,,,19320.842564758113,1.2846298230406001,18127.26176537147,-38.520243348535516,False,Atlanta-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,165085.6932008609,0.1259436762656182,117144.03761453352,0.1678245984002732,780490.6185312588,986038.75,0.95,102668.74508183694,50916.79319256484,0.047859151418086915,37564.25832362922,0.8614849282122349,,rmse,109192.60771076923,,,165085.6932008609,0.1259436762656182,117144.03761453352,0.1678245984002732,True,BaltimoreWashington-conventional
