ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,True,0,26,11783.380251249417,0.13753795197932106,9222.23483906026,0.5593717668614506,80990.82013268769,93961.48,0.95,16307.86168349114,8821.18470967712,0.11467193142248565,7187.771016936568,0.6622791503978809,,rmse,57085.86555143673,,,11783.380251249417,0.13753795197932106,9222.23483906026,0.5593717668614506,True,Syracuse-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,13163.546634533499,0.14351534494105198,9995.32880524538,0.4501067756828179,77366.89813016176,93961.48,0.95,8842.475773406279,4318.232469445279,0.05541477124384477,3404.4083844486872,0.9190687816525932,,,,"['gbt', 'knn', 'xgboost', 'elasticnet', 'mlp']",,13163.546634533499,0.14351534494105198,9995.32880524538,0.4501067756828179,False,Syracuse-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,13356.033620677295,0.14620088390680264,10132.248298574643,0.4339073150710647,75495.93987893123,93961.48,0.95,11160.667402381463,5441.4880575911775,0.07085374825350849,4238.678607789057,0.8714892666615386,,,,"['gbt', 'knn', 'xgboost', 'elasticnet', 'mlp', 'svr', 'mlr']","(0.17475255605547527, 0.1725213126802696, 0.17165011932504, 0.17121831888053826, 0.1616070786362212, 0.14825061442245568, 0.0)",13356.033620677295,0.14620088390680264,10132.248298574643,0.4339073150710647,False,Syracuse-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,True,0,26,13539.618885601407,0.16107278347496995,10903.502534365818,0.41823791239570196,79785.9904459778,93961.48,0.95,4986.041489804172,2633.3274611632346,0.0355628093122269,2118.1321832544727,0.9699036535623219,,rmse,11043.768033792885,,,13539.618885601407,0.16107278347496995,10903.502534365818,0.41823791239570196,False,Syracuse-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",,169,True,True,True,0,26,13665.877757142027,0.18332706345407498,11374.166746316772,0.40733729497140236,80223.30258509156,93961.48,0.95,19680.85315901159,10292.906262514585,0.13432215032946512,8301.379191297703,0.5401882378456171,,rmse,11974.934343070074,,,13665.877757142027,0.18332706345407498,11374.166746316772,0.40733729497140236,False,Syracuse-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,14096.76263095691,0.15418264134666734,10632.880984091968,0.3693748170921707,76650.96310391117,93961.48,0.95,15965.73429875865,8825.734280196895,0.12038383748669422,7142.831760558476,0.6566605955903788,,,,,,14096.76263095691,0.15418264134666734,10632.880984091968,0.3693748170921707,False,Syracuse-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,14717.883278357698,0.13968030528500364,10582.848489411319,0.31257828892186523,71501.18765809757,93961.48,0.95,21018.27744085038,10116.19922296505,0.12621235119239635,7818.908990301023,0.5558406711715518,,rmse,14507.21009675845,,,14717.883278357698,0.13968030528500364,10582.848489411319,0.31257828892186523,False,Syracuse-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 3, 'weights': 'distance'}",minmax,169,True,True,True,0,26,15509.354434291874,0.1915889717409333,12765.512717055082,0.23665656002164592,76945.06464914189,93961.48,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,11631.63425667208,,,15509.354434291874,0.1915889717409333,12765.512717055082,0.23665656002164592,False,Syracuse-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,15639.763720608236,0.18800001984057352,12490.791141826923,0.2237655540378476,78378.9453125,93961.48,0.95,917.1912176208293,452.3280007922324,0.005377337848532605,325.4686232517484,0.9991120040455906,,rmse,11861.167777231682,,,15639.763720608236,0.18800001984057352,12490.791141826923,0.2237655540378476,False,Syracuse-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,17865.53344233748,0.21938986860358095,14472.845873378184,-0.012895197873453279,64309.46822791502,93961.48,0.95,28767.059865629562,15041.940144557091,0.20831582349170213,11970.533048653448,0.017999399166208963,,rmse,18026.24090066779,,,17865.53344233748,0.21938986860358095,14472.845873378184,-0.012895197873453279,False,Syracuse-conventional
prophet,prophet,[],{},,168,False,False,True,1,26,1940.924783437593,1.5384903870818623,1378.4401523722377,0.01858117674043791,311.04275192814475,7522.249999999999,0.95,1862.992060600497,1013.5117543478298,3.765364789441829,748.1273343513791,0.10296242956362411,,,,,,4470.202299753167,0.8720412166192193,3942.4916006443714,-3.3323933602593385,True,Syracuse-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 19, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,1969.8463658383087,1.1234204398260828,1356.6210526315788,-0.010884839641056798,150.7057894736842,7522.249999999999,0.95,2491.3659862520803,1117.697275070405,2.4863490765767007,778.003261675315,0.03243259264150311,,rmse,868.517400786939,,,2514.409376655098,0.438273896753586,2040.3631174089064,-0.37070974826640546,False,Syracuse-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,1973.474274709814,1.0875237208772104,1357.5962609016863,-0.014611805667284816,122.5319347399432,7522.249999999999,0.95,2718.125840123458,1118.5217429447741,1.0195152255138658,764.852271943603,0.03100461659999365,,rmse,878.0250993000318,,,2619.2451647887374,0.46923855586823077,2182.581589570466,-0.4873933244449917,False,Syracuse-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,1984.2007880196463,0.938314933064093,1333.6366884005483,-0.02567131049916971,2.9019720317900664,7522.249999999999,0.95,1538.916346476784,1145.7780928978164,1.7880368644512123,769.0311354783064,-0.016796107790243875,,rmse,885.9924948121542,,,2205.13898188778,0.2946210779455042,1500.7132269453793,-0.05425449070994559,False,Syracuse-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,2009.4340078901778,1.6991545527525358,1468.9812179625385,-0.05192425327177275,471.0812587331392,7522.249999999999,0.95,1427.9864238032644,826.9586312183496,2.730206771937748,589.1286262362622,0.47033604966770803,,,,"['elasticnet', 'knn', 'mlp', 'gbt', 'svr', 'xgboost', 'mlr']","(0.17370585286056964, 0.1681921949970491, 0.16637347637099037, 0.16582948687176566, 0.1648494008442875, 0.16104958805533787, 0.0)",4238.434965133591,0.8183405462105445,3686.9770570788105,-2.8947947297980265,False,Syracuse-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,2018.0813523414886,1.5276565888549658,1443.6785318791847,-0.060997379153231224,241.07449480547612,7522.249999999999,0.95,1451.3108759136876,959.413047170418,2.5920480012414524,675.8586895997512,0.28707460193005163,,,,"['elasticnet', 'knn', 'mlp', 'gbt', 'svr']",,3553.321905862857,0.6861521583757724,3119.2743924456536,-1.737427544208487,False,Syracuse-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,True,1,26,2069.733632370477,2.7869049590130404,1686.2506025813175,-0.11600434630421641,1670.4073486328125,7522.249999999999,0.95,327.86822251003565,197.00147209596446,3.470161219165397,153.64351390831908,0.9699411895835566,,rmse,905.856740928013,,,8332.509161805769,1.566066281792073,7246.364467433049,-14.053071552194263,False,Syracuse-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",,168,True,True,True,1,26,2157.374319347411,2.2972782083285574,1597.1040413925725,-0.21251740608604064,223.02909736635047,7522.249999999999,0.95,1572.6079117054892,1067.4387885481237,5.4084442056481645,723.2592096601772,0.11749168365151785,,rmse,839.6937026515665,,,2324.3685659685043,0.38520429091245634,1867.4602992408948,-0.17134145411892154,False,Syracuse-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,2170.3347387053664,2.8019342537300953,1711.7734253149551,-0.22712955477787844,706.2036804156126,7522.249999999999,0.95,1013.3146770117604,508.5407807126043,4.623586916300292,417.92858868812334,0.7996984005305119,,rmse,880.8689081656863,,,10680.37606518945,1.964916522086142,9240.78305723607,-23.731281226487415,False,Syracuse-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,168,True,True,True,1,26,2175.599826869973,2.693874424578038,1614.4595836200485,-0.2330906464863347,65.77288062831137,7522.249999999999,0.95,2099.5227449168688,1034.480007177055,7.44786719434142,721.2876960435718,0.17114788532992875,,rmse,1747.774180464087,,,2439.1286574301826,0.3998974167750935,1956.5673549836486,-0.2898610954103633,False,Syracuse-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,122977.5728872866,0.16825288743586525,86748.18367038175,-0.048502722226158035,375542.0075826841,469300.74,0.95,206069.2976101375,103568.42257083008,0.20363431322982192,79214.6656435628,0.2606026804615452,,rmse,128087.86018447815,,,122977.5728872866,0.16825288743586525,86748.18367038175,-0.048502722226158035,True,Tampa-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,124633.53467554823,0.18087041499250667,94311.42816621142,-0.07693018904638271,367319.7357659468,469300.74,0.95,146198.20085577277,65677.47354150446,0.13137976064852883,51095.738894984024,0.7026581598364926,,,,"['gbt', 'knn', 'elasticnet', 'mlp', 'xgboost']",,124633.53467554823,0.18087041499250667,94311.42816621142,-0.07693018904638271,False,Tampa-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,127434.07221427048,0.2104406015219884,104030.48718750001,-0.12587156375817843,410202.0625,469300.74,0.95,7541.066864898706,3300.2366958860266,0.006359742444109993,2339.02415646853,0.9992492189082204,,rmse,129931.67720779304,,,127434.07221427048,0.2104406015219884,104030.48718750001,-0.12587156375817843,False,Tampa-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,129822.90348514993,0.18923868086402493,98880.7904021049,-0.1684775244894432,363931.6946386609,469300.74,0.95,139454.41976164622,73211.58692683454,0.14217229601513842,56235.44766874284,0.6305269294141626,,,,"['gbt', 'knn', 'elasticnet', 'mlp', 'xgboost', 'svr', 'mlr']","(0.18000532127401844, 0.17251161589911782, 0.16882739050131815, 0.16166305221863037, 0.15936775676313242, 0.1576248633437829, 0.0)",129822.90348514993,0.18923868086402493,98880.7904021049,-0.1684775244894432,False,Tampa-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.6, 'l1_ratio': 0}",minmax,169,True,True,True,0,26,132045.1241650018,0.1820125712647892,95569.19867785538,-0.20882230800261636,398402.94300300634,469300.74,0.95,170907.9303242824,108199.96090444036,0.21232035558922974,82664.45927142542,0.19299289888189763,,rmse,122332.72794005841,,,132045.1241650018,0.1820125712647892,95569.19867785538,-0.20882230800261636,False,Tampa-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,134930.73072402217,0.21813975935052735,109686.28612876577,-0.2622328308945776,346660.79574404366,469300.74,0.95,91184.53617283473,51342.98423251717,0.10211547764821868,39404.250242140486,0.8182872654236415,,rmse,113353.46603511594,,,134930.73072402217,0.21813975935052735,109686.28612876577,-0.2622328308945776,False,Tampa-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,137952.6647983848,0.19504204505960512,100169.92721153845,-0.319404362045711,305790.87,469300.74,0.95,175952.3603938702,88691.58958556208,0.16977849423851335,67041.28772727273,0.4577644019189272,,rmse,119373.1797520808,,,137952.6647983848,0.19504204505960512,100169.92721153845,-0.319404362045711,False,Tampa-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,169,True,True,True,0,26,147149.62373428294,0.23254589919821786,115990.3634782017,-0.5011913016173226,297536.35919803206,469300.74,0.95,173467.90196608065,94467.9804448379,0.18514074401893985,72252.53126784269,0.38483387758038057,,rmse,257952.2255792548,,,147149.62373428294,0.23254589919821786,115990.3634782017,-0.5011913016173226,False,Tampa-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,153180.1957476289,0.25243895327465904,126304.05501254855,-0.6267580622259028,332686.8553681046,469300.74,0.95,202077.19190882114,97380.66690545862,0.2069256228729958,77756.93161563939,0.3327621789372819,,,,,,153180.1957476289,0.25243895327465904,126304.05501254855,-0.6267580622259028,False,Tampa-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,162176.66503536573,0.23273358553568063,122549.67088192796,-0.8234525154073289,351675.80483951484,469300.74,0.95,190001.64472958434,124147.87101420132,0.21098518102749714,88588.542366915,-0.062433365581401334,,rmse,131331.74818720558,,,162176.66503536573,0.23273358553568063,122549.67088192796,-0.8234525154073289,False,Tampa-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,168,True,True,True,1,26,1342.177113014825,1.8978198094086691,1110.1516402098166,0.06887063178950703,289.49971167731184,-282.75,0.95,1153.212577313051,596.82053485863,1.8648777216099057,472.5015019640401,0.86547269765982,,rmse,1404.1269374234626,,,5003.61720520839,0.5372479982174824,4174.293084348109,-7.725647795029957,True,Tampa-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,1359.5383345315372,1.4123424093507384,1107.3055748855545,0.04462629818829489,121.32742205946819,-282.75,0.95,2764.4199915420804,1152.2907149569269,0.9658452295350948,786.6533946566204,0.4985275909803587,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'gbt', 'xgboost', 'mlr']","(0.16832784841383544, 0.1669525123784322, 0.16689447505620264, 0.16680196627411278, 0.16606159081908695, 0.16496160705832985, 0.0)",2768.290915308384,0.2930771442655763,2269.0121663747223,-1.6708714120855896,False,Tampa-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,1372.355193536946,1.1600352111776042,1107.7995468172749,0.026528083195764385,139.41305770523664,-282.75,0.95,2470.342076644506,1345.6409003409606,0.9820698604395663,910.3710128208817,0.3161178377158387,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'gbt']",,2869.098107317828,0.3053119496754496,2362.64374132482,-1.8689324486774916,False,Tampa-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,True,1,26,1401.7063273713584,2.792141135467916,1137.6567140285786,-0.015557305040982738,29.113983154296875,-282.75,0.95,419.8431745039754,269.62732373480316,1.07173017066306,201.02402295436656,0.9725431494136079,,rmse,1457.8022958671609,,,2315.528449964922,0.24005100197220428,1849.4634407190174,-0.8686577540673817,False,Tampa-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,1404.9216828380436,0.9928067054210042,1116.037092887562,-0.020221795557852973,12.029660078056414,-282.75,0.95,2150.2243511792904,1623.7554824863562,0.9987961310711547,1053.271076620415,0.004218211727564647,,rmse,1363.4851010944233,,,2891.843127011974,0.32229109772430703,2455.843104865169,-1.9146001641902402,False,Tampa-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 13, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,1413.387713388454,1.3490591255445208,1128.1355029585798,-0.03255451542586152,190.5753846153845,-282.75,0.95,2437.0274636352483,1602.0226956598494,2.312015287493084,1051.819230769231,0.03069545941244123,,rmse,1360.653082854773,,,1558.0118396377227,0.21078808976034236,1285.8361834319528,0.1539986971019084,False,Tampa-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,1419.9741504834722,1.0723009100008802,1123.1212412178609,-0.0422004199608883,-81.69798576507682,-282.75,0.95,3571.587983806263,1631.6503740515636,1.1836720109018342,1054.805404727855,-0.005488546851851961,,rmse,1367.9992059521583,,,3993.5920245728694,0.4523017117785137,3437.089181936743,-4.558491134479689,False,Tampa-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.7, 'l1_ratio': 0.5}",scale,168,True,True,True,1,26,1428.541957069794,1.1478823910150109,1127.8640835785995,-0.05481517148359094,286.6585179205072,-282.75,0.95,2115.399735941107,1469.8918607949759,1.470606610869227,973.8034277091047,0.18399336779222109,,rmse,1293.5414969255446,,,2221.4348549469423,0.2449292407029594,1861.6232138708353,-0.7198742258795987,False,Tampa-organic
prophet,prophet,[],{},,168,False,False,True,1,26,1458.8610823347854,2.4426379410955494,1201.7256210121936,-0.10006474013069111,325.9329737111437,-282.75,0.95,2685.2177698319388,1474.9122329361242,3.3717064856721546,991.6523119468346,0.05533127634977075,,,,,,1471.891090118615,0.19117307906402942,1217.420666865317,0.2449410194867273,False,Tampa-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,True,1,26,1570.1901492244358,2.131997645607894,1265.9476589199128,-0.2743680181538515,-227.47842023521662,-282.75,0.95,3101.3389132248917,1306.459794573751,3.422535444034218,911.1820275755578,0.3553633150936999,,rmse,9507.351483947952,,,4490.642976118248,0.51663764222951,3900.4039098301587,-6.0282399655917605,False,Tampa-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,6276285.103941965,0.11676896048116607,4559156.207828141,0.41449578191014724,34380337.13609816,43409835.75,0.95,3509008.506955462,2148875.0770741594,0.04356811780105049,1451898.572580838,0.8877311123387824,,,,"['gbt', 'xgboost', 'elasticnet', 'knn', 'mlp']",,6276285.103941965,0.11676896048116607,4559156.207828141,0.41449578191014724,True,TotalUS-conventional
