iter	RMSE
182	1.231332299
183	1.222471669
184	1.212894117
185	1.201344372
186	1.192881355
187	1.183651833
188	1.174819152
189	1.166539854
190	1.157457588
191	1.148692862
192	1.138605381
193	1.128999982
194	1.11748942
195	1.107359246
196	1.098978189
197	1.091370891
198	1.083219368
199	1.07342658
200	1.065787062
201	1.058447601
202	1.049194152
203	1.041546262
204	1.031967959
205	1.025829457
206	1.019919749
207	1.011804465
208	1.00622512
209	0.9979041724
210	0.9916761051
211	0.9837217624
212	0.9764212283
213	0.9688202663
214	0.9630508892
215	0.9555997
216	0.9485658423
217	0.9402637115
218	0.9339556547
219	0.9273700101
220	0.9203182168
221	0.9129626579
222	0.907235973
223	0.9012572844
224	0.8956053231
225	0.8895003229
226	0.8840448358
227	0.876354403
228	0.8694665128
229	0.8641388518
230	0.8591836742
231	0.8541635699
232	0.8484643433
233	0.8424992881
234	0.8370250837
235	0.8326165099
236	0.8249955145
237	0.8183020999
238	0.8133775981
239	0.8066471653
240	0.8007591885
241	0.7955105956
242	0.7899396535
243	0.7832861046
244	0.7778852047
245	0.7722519686
246	0.767459131
247	0.7605083789
248	0.7542610232
249	0.7487148498
250	0.7448889134
251	0.7385034562
252	0.7314892875
253	0.7268162181
254	0.7210471225
255	0.7140930781
256	0.7072204815
257	0.7017170299
258	0.6978363829
259	0.6932329925
260	0.6902148188
261	0.6868429958
262	0.681502465
263	0.677283044
264	0.6728715375
265	0.6676798144
266	0.6618027993
267	0.6580401433
268	0.6544971984
269	0.6492076011
270	0.6461499205
271	0.6438942632
272	0.6397788313
273	0.6366239
274	0.6312209379
275	0.6269216614
276	0.622912117
277	0.6198450042
278	0.6172709292
279	0.6128334969
280	0.6106346387
281	0.6083881485
282	0.6053680125
283	0.6032175406
284	0.5991718178
285	0.597310863
286	0.5950991713
287	0.5921043835
288	0.5875359224
289	0.583266415
290	0.5792516066
291	0.5764689949
292	0.5717272677
293	0.5692301401
294	0.5646411239
295	0.5614124348
296	0.5579414495
297	0.5556417159
298	0.5522313553
299	0.5478495453
300	0.5447974165
301	0.5413489953
302	0.5384264625
303	0.5334564467
304	0.5315402508
305	0.5277866471
306	0.5258449634
307	0.5233689988
308	0.5198010774
309	0.5181209901
310	0.5144901293
311	0.5102642977
312	0.5065575536
313	0.5034416121
314	0.4997905495
315	0.4955486964
316	0.493263411
317	0.4909311809
318	0.4878317735
319	0.484702721
320	0.4823211576
321	0.4782904449
322	0.4749685452
323	0.4718689523
324	0.469279322
325	0.4667513114
326	0.4643031194
327	0.4617076002
328	0.4598217016
329	0.4571806295
330	0.4555892349
331	0.4541587266
332	0.4515672474
333	0.4491878869
334	0.4471408655
335	0.4440591168
336	0.4404972629
337	0.4375294734
338	0.4351248864
339	0.4338463897
340	0.4320615509
341	0.4292786525
342	0.4264612898
343	0.4250214496
344	0.4235240157
345	0.4209824796
346	0.4175670025
347	0.4162140888
348	0.413832701
349	0.4125306194
350	0.4096449256
351	0.4085904776
352	0.4057148802
353	0.4030276713
354	0.400986136
355	0.3997008536
356	0.396706275
357	0.3952976203
358	0.3928983086
359	0.3917722947
360	0.3898460518
361	0.3867596409
362	0.3846176163
363	0.3822276152
364	0.3811503538
365	0.3798890325
366	0.3780442044
367	0.3772735223
368	0.3754630952
369	0.3739807895
370	0.3728300503
371	0.3716476329
372	0.3696216986
373	0.367804471
374	0.3663273164
375	0.3651047143
376	0.3641424877
377	0.3618410358
378	0.3601871501
379	0.3591690711
380	0.3562449498
381	0.3541871107
382	0.3533667024
383	0.3525357422
384	0.3499320346
385	0.3478261454
386	0.3455217968
387	0.3446093473
388	0.3422298028
389	0.3388462003
390	0.3370422087
391	0.3345618247
392	0.3325585697
393	0.3306979749
394	0.3282003175
395	0.3274800339
396	0.3258158442
397	0.3250796003
398	0.3244203736
399	0.3222140992
400	0.3207501748
401	0.3193484213
402	0.3179200501
403	0.316922209
404	0.3147524569
405	0.3135246522
406	0.3119966069
407	0.3112510393
408	0.3095164795
409	0.3075908645
410	0.3069084239
411	0.3062184859
412	0.3047067733
413	0.3033670926
414	0.3011382419
415	0.2995994556
416	0.2989075547
417	0.2972342478
418	0.2951617783
419	0.2927921644
420	0.2920405934
421	0.2899144481
422	0.2876803244
423	0.2854316974
424	0.2843047781
425	0.2836049275
426	0.2823796014
427	0.2807769694
428	0.279419466
429	0.2776432787
430	0.2758325308
431	0.2744664802
432	0.2723727638
433	0.2706129
434	0.2684048715
435	0.267210417
436	0.2656260215
437	0.2651000237
438	0.2635243306
439	0.2615499231
440	0.2601604749
441	0.2589463064
442	0.2575695131
443	0.2554720094
444	0.2549151024
445	0.2537626174
446	0.252372291
447	0.2509951186
448	0.24945654
449	0.2473749471
450	0.2468828994
451	0.2458543398
452	0.2437992354
453	0.2433504852
454	0.242179128
455	0.2405260241
456	0.2388905783
457	0.2382522322
458	0.2368598382
459	0.2363812379
460	0.2351843189
461	0.234879223
462	0.2338404806
463	0.2317924636
464	0.2311451723
465	0.2299535269
466	0.2282512766
467	0.2270106661
468	0.2265809602
469	0.2257041405
470	0.2246445741
471	0.2230285769
472	0.2227724858
473	0.2217516762
474	0.2206789122
475	0.2201731821
476	0.2185328893
477	0.2181954269
478	0.2179383694
479	0.2176614349
480	0.2172234262
481	0.2161658901
482	0.215895984
483	0.2146793843
484	0.213024459
485	0.2124934976
486	0.2110066481
487	0.2105948276
488	0.2097903842
489	0.2083989233
490	0.2078147298
491	0.2066258746
492	0.206269735
493	0.2059289173
494	0.2050117271
495	0.2041273423
496	0.2038992803
497	0.2025192267
498	0.2012301597
499	0.2003485393
500	0.1990477256
501	0.1988662375
502	0.1973249518
503	0.1958912117
504	0.1942807037
505	0.1931834043
506	0.1929698252
507	0.1916224602
508	0.1901843749
509	0.1886542153
510	0.1884551299
511	0.1882012547
512	0.1873809453
513	0.1864856113
514	0.1859763683
515	0.1854066073
516	0.1836132674
517	0.1825304046
518	0.1810239657
519	0.1800325553
520	0.1789097758
521	0.1779568413
522	0.1774133293
523	0.1762949043
524	0.1752366426
525	0.173820324
526	0.1728149215
527	0.1723955749
528	0.1711573926
529	0.1702097346
530	0.1698786858
531	0.1686950886
532	0.1678341439
533	0.1667006365
534	0.1659307883
535	0.1655736214
536	0.1647011184
537	0.1635471208
538	0.1632614229
539	0.1629074299
540	0.1621255771
541	0.1619465195
542	0.1609401409
543	0.1600195251
544	0.1595058286
545	0.1583661586
546	0.1573951743
547	0.1563478669
548	0.156078315
549	0.1555881173
550	0.1546253917
551	0.1542758301
552	0.1536841438
553	0.1524349461
554	0.151758967
555	0.1504975284
556	0.1497425827
557	0.1486289812
558	0.1475208337
559	0.1465384165
560	0.145643576
561	0.1446678869
562	0.1436797658
563	0.1429180647
564	0.1418886502
565	0.1409624945
566	0.1401599925
567	0.1399719169
568	0.1396792042
569	0.1389853618
570	0.1383562516
571	0.1377745436
572	0.1376338781
573	0.1368064901
574	0.1359870169
575	0.1356871321
576	0.134978876
577	0.1342266383
578	0.1335612452
579	0.1333182884
580	0.1322762976
581	0.1316084844
582	0.1308665499
583	0.130074161
584	0.1297828929
585	0.1288601893
586	0.1286636788
587	0.1279643504
588	0.1270925173
589	0.1267514984
590	0.1260508963
591	0.1258655925
592	0.1253065956
593	0.1242976858
594	0.1241433671
595	0.1238306766
596	0.1236512704
597	0.1233898724
598	0.1227831767
599	0.1223051765
600	0.1217888562
601	0.1210919365
602	0.1200675754
603	0.1193978023
604	0.119219871
605	0.1186137374
606	0.1179671024
607	0.1173261395
608	0.1171022519
609	0.1168619829
610	0.1162888024
611	0.1160088988
612	0.1154647479
613	0.1147560949
614	0.113990093
615	0.1132085635
616	0.1123591025
617	0.1121936371
618	0.1117536857
619	0.1110492858
620	0.1100855554
621	0.109853075
622	0.1093596018
623	0.1090408821
624	0.1083603652
625	0.1078596377
626	0.1075187634
627	0.1069708336
628	0.1063166531
629	0.1060729247
630	0.1054353364
631	0.1052916406
632	0.1046455919
633	0.1039047043
634	0.1035262177
635	0.1031245495
636	0.1027029156
637	0.1022467719
638	0.1016031491
639	0.1011735896
640	0.1008399557
641	0.1002329455
642	0.0996410527
643	0.09946095284
644	0.09882807962
645	0.098195399
646	0.09749954003
647	0.09679252163
648	0.0966493178
649	0.09596565736
650	0.09553749619
651	0.09532901723
652	0.09520278239
653	0.09456513592
654	0.09424451939
655	0.09408578586
656	0.09351575259
657	0.09313214272
658	0.09255289875
659	0.09232777337
660	0.09186821496
661	0.091643633
662	0.09116837335
663	0.09058850791
664	0.0900995568
665	0.08940899906
666	0.08930784149
667	0.08887474941
668	0.08870821322
669	0.08843252237
670	0.08831307972
671	0.08758140142
672	0.08718639181
673	0.0869357521
674	0.08649121234
675	0.08582746734
676	0.08541994412
677	0.08496148899
678	0.0845253979
679	0.08420735672
680	0.08363377389
681	0.08299327898
682	0.08290753406
683	0.08256245224
684	0.08204135282
685	0.08163544498
686	0.08113091746
687	0.08088667756
688	0.08042126383
689	0.07995290662
690	0.07982146633
691	0.07964961805
692	0.07911660788
693	0.07891021627
694	0.07845758755
695	0.07826478307
696	0.07795141397
697	0.07739609757
698	0.07712227343
699	0.07655490739
700	0.07621967421
701	0.0756782922
702	0.07533079274
703	0.07522561612
704	0.07490155116
705	0.07455178839
706	0.07443705633
707	0.07399713965
708	0.07338767288
709	0.07300745748
710	0.0728313163
711	0.07255898601
712	0.07215508019
713	0.07188849939
714	0.0714277119
715	0.07123480393
716	0.07111814417
717	0.07067138154
718	0.07032277228
719	0.07010948083
720	0.06996808665
721	0.06971230164
722	0.06948556494
723	0.06905385749
724	0.06868784849
725	0.06850028013
726	0.06823801246
727	0.06807942458
728	0.06765833432
729	0.06752129461
730	0.06730152505
731	0.06722609457
732	0.0667512346
733	0.06633669992
734	0.06623337022
735	0.06608117168
736	0.06559444497
737	0.06519160963
738	0.06508019898
739	0.06462471535
740	0.06430437628
741	0.06398743709
742	0.0637851257
743	0.0635730265
744	0.06310869459
745	0.06286021864
746	0.0627768574
747	0.06241460549
748	0.06205632014
749	0.0618489353
750	0.0617235671
751	0.06138611673
752	0.06112371742
753	0.06073815684
754	0.06031869309
755	0.0601222636
756	0.05989444529
757	0.05979263177
758	0.05957103923
759	0.05916750671
760	0.05902843871
761	0.05872921605
762	0.05839895019
763	0.05826347691
764	0.05787354467
765	0.05763606289
766	0.05736379395
767	0.05698313456
768	0.05662885613
769	0.05636787258
770	0.05597607911
771	0.05553551805
772	0.05535265043
773	0.05495539624
774	0.05452318754
775	0.05444913975
776	0.05425027439
777	0.05393054391
778	0.05373983411
779	0.0534667357
780	0.05339773696
781	0.05321507659
782	0.05296963949
783	0.05263353772
784	0.05242611466
785	0.05224641288
786	0.05212405278
787	0.0518639058
788	0.05151743289
789	0.0513746077
790	0.05117734215
791	0.05097445128
792	0.05086169934
793	0.05076215916
794	0.05053158483
795	0.0503288082
796	0.05024590581
797	0.04987459912
798	0.04965449617
799	0.04934788295
800	0.04903096847
801	0.04872406127
802	0.04864509015
803	0.04836177649
804	0.04799287781
805	0.04783091149
806	0.04755629263
807	0.04734570447
808	0.04721510532
809	0.04683261374
810	0.04648132416
811	0.04635769695
812	0.04630098816
813	0.04613383796
814	0.04593680504
815	0.04564937639
816	0.04537328812
817	0.04513565092
818	0.04506084834
819	0.04490832006
820	0.04465057695
821	0.04445517333
822	0.04418563687
823	0.04409242712
824	0.04404289505
825	0.04378506822
826	0.04344494267
827	0.04322047405
828	0.04312288441
829	0.04292391923
830	0.04264999312
831	0.04247597747
832	0.04240282232
833	0.04233065038
834	0.04206962923
835	0.04179918799
836	0.04155862804
837	0.04132145609
838	0.04118801423
839	0.0410086695
840	0.04084299932
841	0.04078834682
842	0.0406179082
843	0.04027738833
844	0.04007539334
845	0.03992347048
846	0.03975338818
847	0.03953599302
848	0.03935070089
849	0.03907176215
850	0.03890606172
851	0.03871454158
852	0.03847016677
853	0.03833118429
854	0.03826819872
855	0.03800355905
856	0.03768839675
857	0.03760972448
858	0.037447143
859	0.03729884752
860	0.03718043862
861	0.03688239707
862	0.03662784933
863	0.03650192215
864	0.03621406057
865	0.03611229805
866	0.03592488306
867	0.03574043728
868	0.03564286027
869	0.03545066731
870	0.03521026738
871	0.03497211508
872	0.03491762774
873	0.03481012693
874	0.03465521182
875	0.03454397655
876	0.03438792559
877	0.03414497985
878	0.03390092654
879	0.03376195669
880	0.03360119518
881	0.03334785428
882	0.0331854601
883	0.03296620398
884	0.03287074406
885	0.03270983102
886	0.03262569389
887	0.03251114894
888	0.03241370482
889	0.03235812071
890	0.03228209183
891	0.03218735305
892	0.03203244655
893	0.0318607604
894	0.03164515847
895	0.03148073264
896	0.03132386464
897	0.03115980049
898	0.03098675238
899	0.03088115808
900	0.03074945296
901	0.03070701529
902	0.03057195434
903	0.03047704157
904	0.03030201827
905	0.03014646325
906	0.02999197716
907	0.0298537647
908	0.02976743747
909	0.02967493907
910	0.02949012734
911	0.02932755463
912	0.02920686218
913	0.02902405562
914	0.02890072644
915	0.0288418039
916	0.02874357641
917	0.02867947059
918	0.02851342659
919	0.02837730221
920	0.02829130404
921	0.02816348084
922	0.02800013094
923	0.02787985082
924	0.02778918652
925	0.02773159527
926	0.02757708933
927	0.02750094931
928	0.02736319587
929	0.02726315467
930	0.02720658759
931	0.02710087718
932	0.0270567357
933	0.02690789912
934	0.02684547298
935	0.02666234847
936	0.02653055255
937	0.02631923262
938	0.02616666988
939	0.02605687356
940	0.02600341258
941	0.02585986117
942	0.02574872971
943	0.02556060952
944	0.02536158689
945	0.02524545382
946	0.0250682936
947	0.02494028905
948	0.02488483108
949	0.02472885527
950	0.02466318946
951	0.0245140103
952	0.02437378312
953	0.02430183455
954	0.02427236467
955	0.02417231443
956	0.02409672642
957	0.02402661093
958	0.0238924589
959	0.02377526993
960	0.02371301294
961	0.02368422474
962	0.02357351277
963	0.0235053764
964	0.02342501843
965	0.0233119804
966	0.02322979769
967	0.02307308423
968	0.02293816695
969	0.02282976271
970	0.02278231191
971	0.02272789168
972	0.02268852791
973	0.02256718011
974	0.02242168886
975	0.02239868283
976	0.02231419924
977	0.02228282693
978	0.02214251755
979	0.02211229307
980	0.02197253532
981	0.02194160656
982	0.02178820453
983	0.02168129702
984	0.02158537051
985	0.02146880741
986	0.02138699254
987	0.02133329469
988	0.02122204532
989	0.02117724377
990	0.02110062745
991	0.02107444512
992	0.02094801568
993	0.02084233234
994	0.02075535134
995	0.02073742972
996	0.02059407613
997	0.02044735802
998	0.02034363071
999	0.02020459664
